location_id,location_id_num,latitude,longitude
3fd66200f964a52000e71ee3,2,40.73359624463056,-74.00313913822174
3fd66200f964a52001e81ee3,3,40.756363,-73.967635
3fd66200f964a52003e71ee3,4,40.73968518262072,-74.00601983070374
3fd66200f964a52004e41ee3,5,40.71836264775439,-73.9908166227313
3fd66200f964a52004e61ee3,6,40.72284169882771,-73.9941164689654
3fd66200f964a52005eb1ee3,7,40.73492041854701,-73.98829722365633
3fd66200f964a52008e91ee3,8,40.736827,-73.986909
3fd66200f964a52008f11ee3,9,40.77300701660423,-73.9158862978038
3fd66200f964a52009e61ee3,10,40.721941345858085,-73.9962589623642
3fd66200f964a5200ae51ee3,11,40.72607169369348,-73.98347854614258
3fd66200f964a5200ae61ee3,12,40.72988845526377,-74.00061269591029
3fd66200f964a5200ae71ee3,13,40.73258001246407,-74.00255978107452
3fd66200f964a5200ae91ee3,14,40.75739368035236,-73.99330097284587
3fd66200f964a5200ce91ee3,15,40.785953,-73.976422
3fd66200f964a5200de71ee3,16,40.73233045525843,-74.0016399059716
3fd66200f964a5200fe41ee3,17,40.721100383119634,-73.98792418909154
3fd66200f964a52014e71ee3,18,40.737556697609854,-74.00818752322094
3fd66200f964a52014eb1ee3,19,40.76323946611866,-73.98393554343956
3fd66200f964a52015e91ee3,20,40.73662677399135,-73.9908854896675
3fd66200f964a52016e51ee3,21,40.72306684493416,-73.98850382710332
3fd66200f964a52017e31ee3,22,40.781856,-73.979227
3fd66200f964a52019eb1ee3,23,40.7246224724009,-73.99586106037441
3fd66200f964a5201deb1ee3,24,40.73878324326924,-73.98893998920552
3fd66200f964a5201fe51ee3,25,40.72547161917389,-73.98378318991934
3fd66200f964a52020e31ee3,26,40.71634664858483,-73.9885425567627
3fd66200f964a52020e71ee3,27,40.74455698610794,-73.99065019420007
3fd66200f964a52020e81ee3,28,40.78051373377369,-73.98104874535339
3fd66200f964a52021e41ee3,29,40.71985365222551,-73.98849234913988
3fd66200f964a52023e41ee3,30,40.752294,-74.008758
3fd66200f964a52023e81ee3,31,40.77253079341116,-73.98344197864982
3fd66200f964a52024e41ee3,32,40.71998484765193,-73.98781514808185
3fd66200f964a52025e41ee3,33,40.72488010976164,-73.99468461067411
3fd66200f964a52028e41ee3,34,40.736949700653255,-73.99083852767944
3fd66200f964a52029e61ee3,35,40.73083196786713,-74.00095127413708
3fd66200f964a5202be41ee3,36,40.726104216543966,-73.98921310901642
